user,task_id,query_id,UCTR,QCTR,MaxRR,MinRR,MeanRR,MaxRRow,MinRRow,MeanRRow,PLC,MaxScroll,QDT,SCD,ACD,TTFC,TTLC,DsatCC,DsatCR,LastClickToEnd
2015011348,2,1,1,3,0.1111111111111111,0.01694915254237288,0.06120527306967985,0.5,0.1111111111111111,0.3148148148148148,0.0015073990683268825,3500.0,73565,23099,7699.666666666667,3574,45965,3,1.0,27600
2015011348,3,0,0,0,0,0,0,0,0,0,0,1100.0,19070,0,0,2000000,2000000,0,0,2000000
2015011348,3,1,0,0,0,0,0,0,0,0,0,500.0,16268,0,0,2000000,2000000,0,0,2000000
2015011348,4,0,0,0,0,0,0,0,0,0,0,1200.0,21309,0,0,2000000,2000000,0,0,2000000
2015011348,4,1,1,4,1.0,0.003816793893129771,0.5029227024102904,1.0,0.02564102564102564,0.5195681511470985,0.00048573894737455667,7900.0,119590,8222,2055.5,4589,70211,4,1.0,49379
2015011348,4,2,1,3,1.0,0.3333333333333333,0.611111111111111,1.0,1.0,1.0,0.015151515151515152,179.0,30922,12515,4171.666666666667,2633,23433,3,1.0,7489
2015011348,5,0,1,6,0.0625,0.005405405405405406,0.026057484430841358,0.3333333333333333,0.03571428571428571,0.14874939874939874,0.0010078818036851182,6700.0,59269,9322,1553.6666666666667,7228,51647,6,1.0,7622
2015011348,6,0,1,5,0.013888888888888888,0.00196078431372549,0.0060093065414863495,0.1,0.014285714285714285,0.04255541871921183,0.00033599050302683767,14300.0,102006,7753,1550.6,15774,98861,5,1.0,3145
2015011348,7,0,1,7,0.1,0.011111111111111112,0.0370569439897171,0.5,0.06666666666666667,0.19461451247165532,0.002217670717083826,3900.0,51226,8323,1189.0,4782,47149,7,1.0,4077
2015011348,8,0,1,3,0.02702702702702703,0.007633587786259542,0.015939503183376225,0.2,0.05555555555555555,0.11548821548821549,0.0007845188284518828,4400.0,50247,13887,4629.0,6248,36264,3,1.0,13983
2015011348,9,1,0,0,0,0,0,0,0,0,0,2800.0,27834,0,0,2000000,2000000,0,0,2000000
2015011348,9,2,0,0,0,0,0,0,0,0,0,5100.0,16878,0,0,2000000,2000000,0,0,2000000
2015011348,9,3,0,0,0,0,0,0,0,0,0,4100.0,51835,0,0,2000000,2000000,0,0,2000000
2015011348,9,4,1,2,0.005780346820809248,0.0021551724137931034,0.003967759617301176,0.05263157894736842,0.018867924528301886,0.03574975173783515,0.0001801616121725833,15003.0,184105,6244,3122.0,32445,80091,2,1.0,104014
2015011348,9,5,1,1,0.0023752969121140144,0.0023752969121140144,0.0023752969121140144,0.0196078431372549,0.0196078431372549,0.0196078431372549,9.209799226376865e-05,13428.0,66273,2123,2123.0,52366,52366,1,1.0,13907
2015011348,9,6,1,1,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.2,0.2,0.2,0.0009796228647895133,4200.0,46915,3000,3000.0,13304,13304,1,1.0,33611
2015011348,9,7,1,1,0.0027247956403269754,0.0027247956403269754,0.0027247956403269754,0.02,0.02,0.02,9.460265371795997e-05,24100.0,265398,26710,26710.0,51608,51608,0,0.0,213790
2015011348,10,0,1,1,0.005847953216374269,0.005847953216374269,0.005847953216374269,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.00016005828682573046,5600.0,146179,3591,3591.0,72490,72490,1,1.0,73689
2015011348,10,1,1,2,0.05555555555555555,0.05263157894736842,0.054093567251461985,0.3333333333333333,0.25,0.29166666666666663,0.002464599114469538,1900.0,105411,10589,5294.5,44436,63371,2,1.0,42040
2015011348,12,0,1,1,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.1,0.1,0.1,0.0004551031627849401,1600.0,66269,41552,41552.0,23488,23488,0,0.0,42781
2015011748,1,0,1,3,0.07692307692307693,0.002881844380403458,0.02878028967196623,0.3333333333333333,0.017543859649122806,0.1297795771479982,0.00024890347647633985,16300.0,120747,21244,7081.333333333333,11609,97528,3,1.0,23219
2015011748,2,0,1,2,0.058823529411764705,0.0196078431372549,0.0392156862745098,0.3333333333333333,0.14285714285714285,0.23809523809523808,0.0012890717652033125,2100.0,427898,18203,9101.5,35320,176055,2,1.0,251843
2015011748,3,0,1,3,0.07142857142857142,0.03225806451612903,0.05678443420378904,0.5,0.25,0.4166666666666667,0.003384762925563422,1100.0,103075,20111,6703.666666666667,32935,73407,3,1.0,29668
2015011748,3,1,1,2,0.043478260869565216,0.025,0.034239130434782605,0.3333333333333333,0.25,0.29166666666666663,0.00225628714412711,2800.0,158182,20753,10376.5,20811,65011,2,1.0,93171
2015011748,4,0,0,0,0,0,0,0,0,0,0,1100.0,42171,0,0,2000000,2000000,0,0,2000000
2015011748,4,1,0,0,0,0,0,0,0,0,0,3300.0,47109,0,0,2000000,2000000,0,0,2000000
2015011748,4,2,0,0,0,0,0,0,0,0,0,700.0,151968,0,0,2000000,2000000,0,0,2000000
2015011748,5,0,1,1,0.0049261083743842365,0.0049261083743842365,0.0049261083743842365,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0001811922449719152,5300.0,155213,4184,4184.0,49749,49749,1,1.0,105464
2015011748,6,0,1,6,0.013513513513513514,0.005076142131979695,0.008072978607038322,0.08333333333333333,0.03571428571428571,0.052801233853865426,0.0010123001213410412,5500.0,129136,38978,6496.333333333333,27677,111738,6,1.0,17398
2015011748,6,1,1,7,0.3333333333333333,0.009615384615384616,0.06388106966924702,1.0,0.0625,0.2392625231910946,0.0020814748736247396,3100.0,85098,45334,6476.285714285715,1889,77716,7,1.0,7382
2015011748,7,0,1,6,0.07142857142857142,0.009174311926605505,0.02897399349520909,0.5,0.06666666666666667,0.19907407407407407,0.001921179758065833,2700.0,107886,35467,5911.166666666667,22568,94856,6,1.0,13030
2015011748,8,0,1,1,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.1,0.1,0.1,0.00047092685940761163,2200.0,60487,2662,2662.0,14987,14987,1,1.0,45500
2015011748,8,1,1,3,0.043478260869565216,0.00980392156862745,0.021269499409222115,0.3333333333333333,0.08333333333333333,0.1691919191919192,0.0011838989739542227,2100.0,92394,49154,16384.666666666668,17161,71529,1,0.3333333333333333,20865
2015011748,9,0,0,0,0,0,0,0,0,0,0,12300.0,85627,0,0,2000000,2000000,0,0,2000000
2015011748,9,1,1,1,0.0035087719298245615,0.0035087719298245615,0.0035087719298245615,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.00011074674202465643,11400.0,65703,4572,4572.0,25441,25441,1,1.0,40262
2015011748,9,2,1,1,0.013513513513513514,0.013513513513513514,0.013513513513513514,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0004332755632582322,13300.0,114012,13092,13092.0,36900,36900,1,1.0,77112
2015011748,9,3,1,1,0.25,0.25,0.25,1.0,1.0,1.0,0.005050505050505051,4900.0,87344,9779,9779.0,5820,5820,1,1.0,81524
